Analysis Run Date,Selected Stock,Current EGP Price,Recommendation,Undervalued (Yes/No),Golden Cross (Yes/No),Death Cross (Yes/No),Diamond Cross (20>50) (Yes/No),RSI (%),Volume Multiplier (vs 1Y),Buy Volume Multiplier (vs 2-Month),Optimal Entry Price,Stop Loss,Take Profit 1,Take Profit 2,Take Profit 3,Index Membership,Implied Fair Value (EGP),Fair Value Method,Support,Resistance,P/E Ratio (TTM),EPS (TTM),MACD Bullish (Yes/No),ADX,ADX +DI,ADX -DI,MFI,BB Squeeze,ADL,ChartScanAI Signal,ChartScanAI Confidence,ChartScanAI Recommendation,Score,Score %,Score - Trend,Score - MACD,Score - RSI,Score - Volume,Score - ADI,Score - Support
2026-08-25,NIPH,365.01,Watch,No,Yes,No,Yes,57.99,1.038,3.172,359.48,209.0,365.95,478.3298,523.7304,EGX70,195.7198,Blended (Graham+PE),209.0,450.0,14.07,23.5987,No,,,,,,,,,,,,,,,,,
2026-08-25,SWDY,126.6,Watch,Yes,Yes,No,Yes,70.41,3.122,1.549,115.3666,91.8,132.4034,140.9218,136.4241,EGX70,163.6611,Blended (Graham+PE),91.8,114.5,6.54,17.732,Yes,,,,,,,,,,,,,,,,,
2026-08-25,ENGC,45.92,Watch,Yes,Yes,No,Yes,51.1,0.48,0.696,42.1166,40.9417,46.1258,49.4033,52.4433,EGX70,101.8542,Blended (Graham+PE),40.11,44.89,4.11,10.9797,No,,,,,,,,,,,,,,,,,
2026-08-25,ZEOT,13.42,Watch,No,Yes,No,Yes,57.14,0.165,0.568,13.25,12.9923,14.1733,14.5352,16.3533,EGX70,,,10.4,14.99,,,No,,,,,,,,,,,,,,,,,
2026-08-25,BIOC,453.0,Watch,Yes,Yes,No,Yes,60.29,0.807,1.067,397.1571,384.3903,524.1933,623.0215,709.3017,EGX70,19992.9854,Blended (Graham+PE),70.0,563.99,0.13,3217.5727,No,,,,,,,,,,,,,,,,,
2026-08-25,IFAP,20.91,Watch,Yes,Yes,No,Yes,54.33,1.709,0.837,20.83,19.51,22.2233,22.3483,22.9283,EGX70,21.1632,USD-Comparison (fallback),19.51,22.2,,,No,,,,,,,,,,,,,,,,,
2026-08-25,ICFC,21.46,Watch,Yes,Yes,No,Yes,78.26,5.748,5.699,18.58,16.4561,,,,EGX70,19.0052,USD-Comparison (fallback),15.43,15.78,,,Yes,,,,,,,,,,,,,,,,,
2026-08-25,ISMA,36.91,Watch,No,Yes,No,Yes,74.36,0.857,0.194,33.9285,32.7116,37.75,42.2933,45.4887,EGX70,,,26.54,36.45,,,Yes,,,,,,,,,,,,,,,,,
2026-08-25,LCSW,34.75,Watch,Yes,Yes,No,Yes,55.17,0.723,0.711,34.5355,32.6931,36.3509,36.5522,38.3133,EGX70,43.3599,Blended (Graham+PE),32.12,36.5,10.13,3.3764,No,,,,,,,,,,,,,,,,,
2026-08-25,MPCO,2.26,Watch,No,Yes,No,Yes,62.48,0.953,2.973,2.1259,1.8572,2.3828,2.5267,2.6798,EGX70,,,1.82,2.07,,,Yes,,,,,,,,,,,,,,,,,
2026-08-25,ATQA,11.4,Watch,Yes,Yes,No,Yes,72.71,1.488,0.0,10.7864,9.73,11.7069,11.74,12.1043,EGX70,11.3174,USD-Comparison (fallback),9.73,11.0,,,Yes,,,,,,,,,,,,,,,,,
2026-08-25,MTIE,8.6,Watch,No,Yes,No,Yes,49.25,1.355,2.661,7.6444,7.533,9.1806,10.0711,10.9981,EGX70,4.9097,Blended (Graham+PE),8.0083,9.15,19.44,0.4351,No,,,,,,,,,,,,,,,,,
2026-08-25,RACC,9.73,Watch,Yes,Yes,No,Yes,37.44,0.781,0.763,9.703,9.4633,9.7592,10.5986,10.6503,EGX70,10.1508,USD-Comparison (fallback),9.91,10.26,,,No,,,,,,,,,,,,,,,,,
2026-08-25,SKPC,17.46,Avoid,No,No,Yes,Yes,63.1,0.598,0.617,,,,,,EGX70,3.3955,Blended (Graham+PE),17.1,17.5,104.96,0.1686,Yes,,,,,,,,,,,,,,,,,
2026-08-25,SCEM,95.0,Watch,Yes,Yes,No,Yes,57.71,1.516,0.0,94.2537,88.1952,103.1667,111.3893,129.8767,EGX70,731.1041,Blended (Graham+PE),76.75,113.0,0.99,101.0848,No,,,,,,,,,,,,,,,,,
2026-08-25,OCDI,32.35,Watch,No,Yes,No,Yes,56.39,1.738,0.865,31.785,27.2929,36.4321,36.71,38.5913,EGX70,26.6653,Blended (Graham+PE),26.6,36.97,14.27,2.2922,No,,,,,,,,,,,,,,,,,
2026-08-25,SVCE,10.9,Watch,Yes,Yes,No,Yes,63.01,0.883,0.249,10.7752,10.2558,11.4933,11.707,12.063,EGX70,16.955,Blended (Graham+PE),9.06,12.85,7.64,1.3555,Yes,,,,,,,,,,,,,,,,,
2026-08-25,MOED,0.776,Avoid,No,No,Yes,Yes,62.3,3.152,3.446,,,,,,EGX70,0.8102,USD-Comparison (fallback),0.802,0.843,,,Yes,,,,,,,,,,,,,,,,,
2026-08-25,RREI,4.3,Watch,No,Yes,No,Yes,47.12,0.928,0.84,4.0742,3.7589,4.9278,4.9376,5.2367,UNINDEX,,,3.72,4.98,,,No,,,,,,,,,,,,,,,,,
2026-08-25,ADIB,53.61,Watch,Yes,Yes,No,Yes,56.75,0.234,0.47,53.5475,51.5951,54.8285,55.1533,55.7359,EGX30,130.6247,Blended (Graham+PE),46.02,53.4,3.86,13.8449,No,,,,,,,,,,,,,,,,,
2026-08-25,MFPC,39.4,Watch,Yes,Yes,No,Yes,56.55,0.719,0.165,38.7193,38.3271,40.4933,40.6612,40.9538,EGX70,46.1016,Blended (Graham+PE),35.7739,41.7209,9.32,4.1989,Yes,,,,,,,,,,,,,,,,,
2026-08-25,NCCW,5.83,Buy,Yes,Yes,No,Yes,50.02,0.698,0.976,5.82,5.6885,6.0126,6.2083,6.2385,EGX70,6.1566,USD-Comparison (fallback),5.82,6.28,,,No,,,,,,,,,,,,,,,,,
2026-08-25,EALR,402.8,Watch,No,Yes,No,Yes,54.6,0.629,0.996,376.2354,360.0,423.2347,431.0304,436.6533,UNINDEX,391.8228,USD-Comparison (fallback),360.0,409.99,509.68,0.7903,No,,,,,,,,,,,,,,,,,
2026-08-25,AALR,315.93,Watch,No,Yes,No,Yes,58.01,0.775,0.734,309.3061,309.2739,342.1467,357.1173,429.3067,UNINDEX,,,200.0,317.99,,,No,,,,,,,,,,,,,,,,,
2026-08-25,KABO,9.0,Watch,No,Yes,No,Yes,61.41,1.515,0.361,8.8756,8.5975,9.2333,9.3782,9.6098,EGX70,,,7.75,8.9,,,No,,,,,,,,,,,,,,,,,
2026-08-25,MCRO,1.51,Watch,No,Yes,No,Yes,52.59,0.457,0.851,1.4542,1.32,1.5828,1.6118,1.66,EGX70,0.5364,Blended (Graham+PE),1.32,1.57,36.1,0.0421,No,,,,,,,,,,,,,,,,,
2026-08-25,GGCC,0.89,Watch,No,Yes,No,Yes,47.24,0.561,0.089,0.7509,0.5771,0.9255,1.0187,1.0331,UNINDEX,,,0.805,0.94,12.9,0.069,No,,,,,,,,,,,,,,,,,
2026-08-25,INEG,0.555,Buy,Yes,Yes,No,Yes,62.35,9.48,5.789,0.5475,0.539,0.6143,0.6393,0.669,UNINDEX,0.5372,USD-Comparison (fallback),0.539,0.609,,,No,,,,,,,,,,,,,,,,,
2026-08-25,CPCI,540.32,Watch,No,Yes,No,Yes,63.36,0.296,1.568,530.6469,455.377,574.9967,581.696,693.9967,UNINDEX,,,440.01,644.0,,,No,,,,,,,,,,,,,,,,,
2026-08-25,AXPH,1551.61,Watch,No,Yes,No,Yes,77.52,1.621,6.605,1390.8951,1300.1844,1721.3967,1886.6475,1799.395,UNINDEX,,,1122.0,1460.0,,,Yes,,,,,,,,,,,,,,,,,
2026-08-25,MBSC,382.34,Watch,Yes,Yes,No,Yes,69.51,0.57,0.079,349.9402,259.2509,446.2941,494.471,469.0336,UNINDEX,628.6248,Blended (Graham+PE),249.1856,249.0,5.13,72.7427,Yes,,,,,,,,,,,,,,,,,
2026-08-25,MILS,221.02,Watch,No,Yes,No,Yes,61.96,1.882,0.144,208.1132,196.9117,224.8967,227.944,230.3901,UNINDEX,,,127.01,211.77,,,Yes,,,,,,,,,,,,,,,,,
2026-08-25,ZMID,7.9,Watch,No,Yes,No,Yes,60.41,0.536,2.583,7.655,7.6373,7.9591,8.1568,8.4633,EGX70,6.6526,Blended (Graham+PE),7.06,7.79,12.38,0.631,Yes,,,,,,,,,,,,,,,,,
2026-08-25,AMIA,19.7,Watch,No,Yes,No,Yes,83.75,0.804,4.412,16.3799,12.8074,,,,EGX70,,,10.6,13.5,21.96,0.8969,Yes,,,,,,,,,,,,,,,,,
2026-08-25,MISR,5.51,Watch,Yes,Yes,No,Yes,48.33,0.0,0.0,5.3837,5.3816,5.7931,5.8569,5.87,UNINDEX,5.6054,USD-Comparison (fallback),,5.56,,-0.0875,No,,,,,,,,,,,,,,,,,
2026-08-25,MPCI,402.99,Watch,No,Yes,No,Yes,69.52,1.081,3.768,360.8462,275.0766,438.9664,478.0265,457.4028,EGX70,,,204.36,460.2,17.69,22.7816,Yes,,,,,,,,,,,,,,,,,
2026-08-25,TALM,18.4,Watch,No,Yes,No,Yes,50.66,2.698,0.52,18.235,17.5385,19.0869,19.6033,20.1064,EGX70,17.818,Blended (Graham+PE),15.65,19.59,9.52,2.037,No,,,,,,,,,,,,,,,,,
2026-08-25,LUTS,1.62,Watch,No,Yes,No,Yes,73.69,11.35,0.243,1.2545,0.687,1.82,2.1027,1.9534,UNINDEX,,,0.687,0.793,,,Yes,,,,,,,,,,,,,,,,,
2026-08-25,INFI,159.0,Watch,No,Yes,No,Yes,63.2,1.616,0.015,152.3781,114.25,188.3244,206.2976,196.8077,UNINDEX,,,114.25,178.99,,,No,,,,,,,,,,,,,,,,,
2026-08-25,EPCO,11.01,Watch,No,Yes,No,Yes,47.13,0.979,0.026,10.357,10.32,11.4809,11.97,12.2291,UNINDEX,,,10.32,11.74,,,No,,,,,,,,,,,,,,,,,
2026-08-25,EGAS,57.78,Watch,Yes,Yes,No,Yes,53.67,0.271,0.66,54.0732,53.9774,58.3233,62.7086,64.6233,EGX33,62.1589,Blended (Graham+PE),50.0,63.0,11.16,5.108,No,,,,,,,,,,,,,,,,,
2026-08-25,MASR,7.58,Buy,Yes,Yes,No,Yes,43.15,1.534,0.79,7.4428,7.4249,8.1532,8.3951,8.58,EGX33,25.0408,Blended (Graham+PE),7.45,8.51,2.93,2.61,No,,,,,,,,,,,,,,,,,
2026-08-25,OLFI,23.12,Watch,Yes,Yes,No,Yes,43.03,0.501,0.121,22.0974,21.8033,23.6559,23.8433,24.1374,EGX33,36.0735,Blended (Graham+PE),23.65,24.4157,5.36,4.4732,No,,,,,,,,,,,,,,,,,
2026-08-25,ORHD,42.2,Buy,Yes,Yes,No,Yes,57.41,0.471,1.529,41.4676,39.3973,42.4633,43.8947,45.6033,EGX30,122.6707,Blended (Graham+PE),38.4,43.47,2.86,14.3199,No,,,,,,,,,,,,,,,,,
2026-08-25,COPR,0.544,Watch,Yes,Yes,No,Yes,71.88,3.149,0.754,0.4855,0.4624,0.5517,0.5848,0.5673,UNINDEX,0.5554,USD-Comparison (fallback),0.353,0.426,,,Yes,,,,,,,,,,,,,,,,,
2026-08-26,AMOC,10.91,Watch,Yes,Yes,No,Yes,66.13,1.214,0.632,10.205,8.24,11.3133,12.2034,12.9668,EGX30,14.226,Blended (Graham+PE),8.24,12.25,7.96,1.3685,Yes,,,,,,,,,,,,,,,,,
2026-08-26,ARCC,75.63,Watch,Yes,Yes,No,Yes,68.39,0.344,0.961,73.56,55.4,84.881,90.5415,87.5528,EGX30,586.9768,Blended (Graham+PE),55.4,91.72,0.91,84.8467,Yes,,,,,,,,,,,,,,,,,
2026-08-26,EFID,32.47,Watch,No,Yes,No,Yes,58.63,0.295,0.294,31.3251,27.6979,35.4709,37.5438,36.4493,EGX30,22.4942,Blended (Graham+PE),27.49,34.89,12.86,2.4659,No,,,,,,,,,,,,,,,,,
2026-08-26,EFIH,24.0,Watch,No,Yes,No,Yes,52.91,0.565,0.801,23.775,23.27,24.3367,24.6061,25.2623,EGX30,7.9208,Blended (Graham+PE),23.27,23.65,31.84,0.7426,No,,,,,,,,,,,,,,,,,
2026-08-26,EGAL,365.0,Watch,Yes,Yes,No,Yes,74.85,2.548,4.664,334.4548,321.01,367.1602,383.5129,374.8786,EGX30,721.8417,Blended (Graham+PE),294.5,359.85,3.96,89.1032,Yes,,,,,,,,,,,,,,,,,
2026-08-26,ISPH,12.92,Watch,Yes,Yes,No,Yes,50.58,0.737,0.432,12.3364,11.8478,14.6482,15.8041,15.1937,EGX30,30.5717,Blended (Graham+PE),11.3,13.5589,3.5,3.7457,No,,,,,,,,,,,,,,,,,
2026-08-26,JUFO,27.25,Watch,No,Yes,No,Yes,64.58,0.638,0.417,26.6357,26.51,29.0286,29.1253,30.0763,EGX30,22.6251,Blended (Graham+PE),26.51,27.6942,12.39,2.1702,No,,,,,,,,,,,,,,,,,
2026-08-26,MCQE,233.0,Buy,Yes,Yes,No,Yes,60.18,0.384,2.602,231.4567,188.01,268.0723,286.3801,276.7135,EGX30,2198.9436,Blended (Graham+PE),188.01,292.32,0.74,323.114,No,,,,,,,,,,,,,,,,,
2026-08-26,ORAS,832.0,Watch,Yes,Yes,No,Yes,72.79,,,762.5,734.0588,,,,EGX30,108.3217,Blended (Graham+PE),,,5.19,13.68,Yes,,,,,,,,,,,,,,,,,
2026-08-26,ORWE,25.6,Watch,Yes,Yes,No,Yes,54.76,1.252,0.017,24.98,23.1917,27.959,29.4485,28.662,EGX30,41.21,Blended (Graham+PE),22.65,27.41,8.48,3.068,No,,,,,,,,,,,,,,,,,
2026-08-26,PHDC,14.67,Buy,Yes,Yes,No,Yes,41.64,0.84,1.359,14.4794,14.3284,15.1383,15.1467,15.3884,EGX30,38.1124,Blended (Graham+PE),14.58,14.99,3.5,4.2474,No,,,,,,,,,,,,,,,,,
2026-08-26,ETEL,116.0,Watch,Yes,Yes,No,Yes,59.9,0.944,0.076,113.1186,110.6219,117.1867,121.1628,133.1667,EGX30,423.1363,Blended (Graham+PE),107.0,120.0,2.24,51.8323,No,,,,,,,,,,,,,,,,,
2026-08-26,RMDA,6.14,Watch,No,Yes,No,Yes,54.16,0.204,0.786,5.4942,5.4601,6.9249,7.6403,7.2625,EGX30,4.0411,Blended (Graham+PE),4.94,7.39,15.27,0.4028,No,,,,,,,,,,,,,,,,,
2026-08-26,AMER,6.33,Watch,No,Yes,No,Yes,62.03,0.68,0.024,6.24,4.7133,7.3387,8.7,9.6397,EGX70,,,2.52,8.47,,,No,,,,,,,,,,,,,,,,,
2026-08-26,ARAB,0.262,Watch,Yes,Yes,No,Yes,67.17,3.471,0.946,0.2475,0.2344,0.267,0.296,0.356,EGX70,0.2554,USD-Comparison (fallback),0.232,0.256,,,Yes,,,,,,,,,,,,,,,,,
2026-08-26,COSG,1.82,Watch,Yes,Yes,No,Yes,58.87,0.953,0.624,1.801,1.6549,1.9097,2.19,2.3386,EGX70,5.1173,USD-Comparison (fallback),1.6,1.93,,-0.0638,Yes,,,,,,,,,,,,,,,,,
2026-08-26,POUL,38.44,Watch,Yes,Yes,No,Yes,51.93,0.278,0.0,38.3995,36.6681,40.0544,40.4652,40.6333,EGX70,159.7632,Blended (Graham+PE),36.5,37.5,1.91,19.649,No,,,,,,,,,,,,,,,,,
2026-08-26,PRCL,33.2,Watch,No,Yes,No,Yes,45.9,0.178,0.0,32.2444,31.6851,37.2046,37.3616,38.2267,EGX70,,,32.8,36.49,,,No,,,,,,,,,,,,,,,,,
2026-08-26,ETRS,10.91,Watch,Yes,Yes,No,Yes,52.18,0.169,0.074,10.763,10.3209,11.0391,11.15,11.2609,EGX70,10.9017,USD-Comparison (fallback),10.21,11.4058,,,No,,,,,,,,,,,,,,,,,
2026-08-26,OBRI,32.2,Watch,Yes,Yes,No,No,42.65,0.697,0.0,31.61,31.2779,33.8179,33.8751,35.4619,EGX70,33.0448,USD-Comparison (fallback),31.61,34.97,20.68,1.557,Yes,,,,,,,,,,,,,,,,,
2026-08-26,NIPH,372.3,Watch,No,Yes,No,Yes,59.05,1.015,0.102,362.98,220.483,475.546,531.829,502.1116,EGX70,207.2245,Blended (Graham+PE),209.0,450.0,14.48,25.2128,No,,,,,,,,,,,,,,,,,
2026-08-26,SWDY,127.99,Watch,Yes,Yes,No,Yes,71.36,0.774,0.669,115.6774,91.8,133.9419,143.0741,138.2523,EGX70,182.3385,Blended (Graham+PE),91.8,133.98,6.27,20.2018,Yes,,,,,,,,,,,,,,,,,
2026-08-26,ENGC,45.15,Watch,Yes,Yes,No,Yes,48.95,0.691,0.38,41.283,40.11,45.3367,46.1258,49.4033,EGX70,103.2078,Blended (Graham+PE),40.11,54.79,4.12,11.1571,No,,,,,,,,,,,,,,,,,
2026-08-26,ZEOT,13.96,Watch,No,Yes,No,Yes,63.19,0.126,0.009,13.2823,13.1122,14.1733,14.5856,16.3533,EGX70,,,10.4,13.77,,,No,,,,,,,,,,,,,,,,,
2026-08-26,BIOC,445.0,Watch,Yes,Yes,No,Yes,59.09,1.025,0.032,420.9528,393.3747,524.1933,604.1669,674.1547,EGX70,19810.5569,Blended (Graham+PE),70.0,563.99,0.14,3187.7011,No,,,,,,,,,,,,,,,,,
2026-08-26,IFAP,20.87,Buy,Yes,Yes,No,Yes,53.71,0.849,2.388,20.85,19.5441,20.9033,22.2233,22.3079,EGX70,21.4717,USD-Comparison (fallback),19.51,22.2,,,No,,,,,,,,,,,,,,,,,
2026-08-26,ICFC,21.29,Watch,No,Yes,No,Yes,76.45,3.78,5.802,18.81,16.8988,21.3262,22.5843,21.9201,EGX70,,,15.43,15.78,,,Yes,,,,,,,,,,,,,,,,,
2026-08-26,ISMA,39.42,Watch,No,Yes,No,Yes,80.56,1.167,1.798,34.6138,33.0769,42.2933,46.1331,44.1057,EGX70,,,26.54,36.9,,,Yes,,,,,,,,,,,,,,,,,
2026-08-26,LCSW,34.0,Watch,Yes,Yes,No,Yes,51.32,0.766,0.486,33.995,32.6451,36.3239,36.5522,38.3133,EGX70,44.139,Blended (Graham+PE),32.12,36.5,10.05,3.4593,No,,,,,,,,,,,,,,,,,
2026-08-26,MPCO,2.23,Watch,No,Yes,No,Yes,59.78,0.771,0.377,2.15,2.131,2.3905,2.5267,2.6706,EGX70,,,1.82,2.07,,,Yes,,,,,,,,,,,,,,,,,
2026-08-26,ATQA,11.6,Watch,Yes,Yes,No,Yes,75.35,2.513,3.546,10.8994,10.8,11.74,11.8335,12.1903,EGX70,12.1109,USD-Comparison (fallback),9.73,10.37,,,Yes,,,,,,,,,,,,,,,,,
2026-08-26,MTIE,8.51,Watch,No,Yes,No,Yes,47.57,0.959,0.441,7.7297,7.533,9.1806,10.0401,10.9227,EGX70,5.0107,Blended (Graham+PE),8.0083,9.15,19.44,0.4423,No,,,,,,,,,,,,,,,,,
2026-08-26,RACC,9.76,Buy,Yes,Yes,No,Yes,38.6,0.399,0.259,9.6824,9.56,9.7713,10.6156,10.6503,EGX70,10.0187,USD-Comparison (fallback),9.56,10.26,,,No,,,,,,,,,,,,,,,,,
2026-08-26,SKPC,17.21,Avoid,No,No,Yes,Yes,57.84,0.737,1.348,,,,,,EGX70,3.3655,Blended (Graham+PE),17.1,17.5,104.96,0.1663,Yes,,,,,,,,,,,,,,,,,
2026-08-26,SCEM,98.0,Watch,Yes,Yes,No,Yes,60.49,1.702,0.0,94.5671,89.1874,103.1667,112.0779,129.8767,EGX70,700.1091,Blended (Graham+PE),76.75,113.0,0.99,96.4053,No,,,,,,,,,,,,,,,,,
2026-08-26,OCDI,31.5,Watch,No,Yes,No,Yes,52.14,1.982,0.431,28.22,27.7898,31.97,36.2732,36.71,EGX70,25.8564,Blended (Graham+PE),26.6,36.97,14.7,2.2008,No,,,,,,,,,,,,,,,,,
2026-08-26,SVCE,11.0,Watch,Yes,Yes,No,Yes,64.18,0.362,0.632,10.955,10.3595,11.4933,11.7874,12.1054,EGX70,18.5347,Blended (Graham+PE),9.06,12.85,7.13,1.528,Yes,,,,,,,,,,,,,,,,,
2026-08-26,MOED,0.783,Avoid,No,No,Yes,Yes,63.58,1.882,0.447,,,,,,EGX70,,,0.755,0.843,,,Yes,,,,,,,,,,,,,,,,,
2026-08-26,RREI,4.28,Watch,No,Yes,No,Yes,46.61,0.881,0.089,4.0892,3.7589,4.8852,4.9278,5.2367,UNINDEX,,,3.72,4.98,,,No,,,,,,,,,,,,,,,,,
2026-08-26,ADIB,53.89,Watch,Yes,Yes,No,Yes,58.18,0.341,0.131,53.6748,51.81,54.8285,55.1533,55.699,EGX30,130.3496,Blended (Graham+PE),46.02,55.65,3.88,13.8093,No,,,,,,,,,,,,,,,,,
2026-08-26,MFPC,39.34,Watch,Yes,Yes,No,Yes,56.06,0.505,0.0,38.771,38.5802,40.4933,40.6167,41.0078,EGX70,47.1092,Blended (Graham+PE),35.7739,41.0,9.12,4.3178,Yes,,,,,,,,,,,,,,,,,
2026-08-26,NCCW,5.87,Buy,Yes,Yes,No,Yes,51.3,0.245,0.141,5.82,5.687,6.0126,6.2083,6.2386,EGX70,6.1763,USD-Comparison (fallback),5.82,6.23,,,No,,,,,,,,,,,,,,,,,
2026-08-26,EALR,402.29,Watch,No,Yes,No,Yes,54.41,0.466,0.087,378.1343,360.0,423.2347,430.9188,436.6533,UNINDEX,,,360.0,409.99,509.03,0.7903,No,,,,,,,,,,,,,,,,,
2026-08-26,AALR,306.44,Watch,No,Yes,No,Yes,54.51,0.519,0.143,304.525,262.1345,307.9633,308.8515,342.1467,UNINDEX,,,200.0,317.99,,,No,,,,,,,,,,,,,,,,,
2026-08-26,KABO,9.11,Watch,No,Yes,No,Yes,63.3,1.687,0.398,8.9039,8.6727,9.2333,9.3782,9.6465,EGX70,,,7.75,9.75,,,No,,,,,,,,,,,,,,,,,
2026-08-26,MCRO,1.5,Watch,No,Yes,No,Yes,51.31,0.642,0.385,1.4514,1.32,1.5828,1.6116,1.66,EGX70,0.5338,Blended (Graham+PE),1.32,1.57,36.1,0.0418,No,,,,,,,,,,,,,,,,,
2026-08-26,GGCC,0.962,Watch,Yes,Yes,No,Yes,55.05,4.881,0.046,0.7794,0.5771,1.0187,1.0331,1.2073,UNINDEX,2.876,USD-Comparison (fallback),0.805,0.94,17.72,0.0543,No,,,,,,,,,,,,,,,,,
2026-08-26,INEG,0.55,Buy,No,Yes,No,Yes,60.53,2.241,2.498,0.539,0.5028,0.5543,0.6143,0.6393,UNINDEX,,,0.539,0.609,,,Yes,,,,,,,,,,,,,,,,,
2026-08-26,CPCI,548.0,Watch,No,Yes,No,Yes,65.35,0.843,0.015,542.005,462.8711,574.9967,582.3019,693.9967,UNINDEX,,,440.01,644.0,,,No,,,,,,,,,,,,,,,,,
2026-08-26,AXPH,1687.5,Watch,No,Yes,No,Yes,83.3,10.828,2.19,1444.7813,1319.9733,1721.3967,1859.7044,1786.6779,UNINDEX,,,1122.0,1460.0,,,Yes,,,,,,,,,,,,,,,,,
2026-08-26,MBSC,392.52,Watch,Yes,Yes,No,Yes,71.32,1.139,0.168,351.6517,260.3624,453.0055,503.6824,476.925,UNINDEX,665.7582,Blended (Graham+PE),249.1856,434.99,4.91,77.8305,Yes,,,,,,,,,,,,,,,,,
2026-08-26,MILS,216.04,Watch,No,Yes,No,Yes,59.34,0.933,0.054,209.716,200.001,224.8967,227.944,231.7578,UNINDEX,,,127.01,211.77,,,Yes,,,,,,,,,,,,,,,,,
2026-08-26,ZMID,8.6,Watch,No,Yes,No,Yes,71.32,2.437,0.0,7.83,7.7353,9.7833,10.7599,10.2443,EGX70,6.6261,Blended (Graham+PE),7.39,7.79,12.58,0.6278,Yes,,,,,,,,,,,,,,,,,
2026-08-26,AMIA,19.0,Watch,No,Yes,No,Yes,77.33,0.457,1.021,16.5513,13.5748,20.154,21.9554,21.0042,EGX70,,,10.6,13.5,21.18,0.8969,Yes,,,,,,,,,,,,,,,,,
2026-08-26,MISR,5.51,Watch,Yes,Yes,No,Yes,48.33,0.0,0.0,5.3816,5.3672,5.7931,5.8569,5.87,UNINDEX,5.6227,USD-Comparison (fallback),,5.56,,-0.0875,No,,,,,,,,,,,,,,,,,
2026-08-26,MPCI,402.54,Watch,No,Yes,No,Yes,69.32,0.626,0.223,363.7441,283.5992,441.2978,480.0746,459.6004,EGX70,,,204.36,460.2,17.67,22.7816,Yes,,,,,,,,,,,,,,,,,
2026-08-26,TALM,17.65,Watch,No,Yes,No,Yes,43.66,2.796,0.564,17.0998,15.9351,19.0869,19.6033,20.1064,EGX70,16.8713,Blended (Graham+PE),15.38,19.59,9.64,1.909,No,,,,,,,,,,,,,,,,,
2026-08-26,LUTS,1.59,Watch,No,Yes,No,Yes,71.91,7.619,5.88,1.2545,0.687,1.8776,2.1891,2.0247,UNINDEX,,,0.687,0.793,,,Yes,,,,,,,,,,,,,,,,,
2026-08-26,INFI,157.03,Watch,No,Yes,No,Yes,61.57,0.691,0.375,152.7267,114.25,187.5027,204.8907,195.7098,UNINDEX,,,114.25,178.99,,,No,,,,,,,,,,,,,,,,,
2026-08-26,EPCO,11.19,Watch,Yes,Yes,No,Yes,49.8,0.37,0.563,10.417,10.32,11.4809,11.97,12.2291,UNINDEX,11.1822,USD-Comparison (fallback),10.32,11.74,,,No,,,,,,,,,,,,,,,,,
2026-08-26,EGAS,57.0,Watch,Yes,Yes,No,Yes,50.53,0.42,0.214,55.2096,50.0,58.3233,61.9654,64.6233,EGX33,61.0319,Blended (Graham+PE),50.0,63.0,11.54,4.9842,No,,,,,,,,,,,,,,,,,
2026-08-26,MASR,7.55,Buy,Yes,Yes,No,Yes,42.17,1.062,0.933,7.4249,7.4174,8.1336,8.3951,8.58,EGX33,24.5758,Blended (Graham+PE),7.45,7.69,2.97,2.5504,No,,,,,,,,,,,,,,,,,
2026-08-26,OLFI,23.3,Watch,Yes,Yes,No,Yes,44.84,0.36,0.018,22.6316,22.25,23.6559,23.8433,24.1374,EGX33,34.0022,Blended (Graham+PE),22.25,23.48,5.53,4.1794,No,,,,,,,,,,,,,,,,,
2026-08-26,ORHD,42.48,Watch,Yes,Yes,No,Yes,58.99,0.459,1.074,41.5437,39.6747,43.8863,45.6033,47.1541,EGX30,125.5721,Blended (Graham+PE),38.4,43.47,2.87,14.7188,No,,,,,,,,,,,,,,,,,
2026-08-26,COPR,0.538,Buy,Yes,Yes,No,Yes,69.98,3.65,1.547,0.4894,0.476,0.5637,0.6009,0.5813,UNINDEX,0.582,USD-Comparison (fallback),0.353,0.426,,,Yes,,,,,,,,,,,,,,,,,
2026-08-28,AMOC,10.91,Watch,Yes,Yes,No,Yes,66.13,1.211,1.07,10.205,8.24,11.3133,12.2034,12.9668,EGX30,14.433,Blended (Graham+PE),8.24,12.25,7.83,1.3938,Yes,,,,,,,,,,,,,,,,,
2026-08-28,ARCC,75.63,Watch,Yes,Yes,No,Yes,68.39,0.347,0.118,73.56,55.4,84.881,90.5415,87.5528,EGX30,577.4504,Blended (Graham+PE),55.4,91.72,0.91,83.3371,Yes,,,,,,,,,,,,,,,,,
2026-08-28,EFID,32.47,Watch,No,Yes,No,Yes,58.63,0.295,0.378,31.3251,27.6979,35.4709,37.5438,36.4493,EGX30,22.9465,Blended (Graham+PE),27.49,34.89,12.86,2.5258,No,,,,,,,,,,,,,,,,,
2026-08-28,EFIH,24.0,Watch,No,Yes,No,Yes,52.91,0.565,1.07,23.775,23.27,24.3367,24.6061,25.2623,EGX30,8.0149,Blended (Graham+PE),23.27,24.0,31.84,0.7539,No,,,,,,,,,,,,,,,,,
